"intent","user_query","bot_response"
"advance_order","Do you take advance orders?","""Absolutely! Call us at (555) 123-4567 to place an advance order. For standard items, 24 hours notice is great. For custom cakes, we need 48-72 hours."""
"advance_order","Can I pre-order for pickup?","""Yes! Just call us at (555) 123-4567 to place your order in advance, and we'll have it ready for pickup at your preferred time!"""
"advance_order","Can I reserve items?","""Yes! Call (555) 123-4567 to reserve items in advance."""
"advance_order","How far in advance can I order?","""You can order as far in advance as you need! Call (555) 123-4567 to place your order."""
"advance_order","Can I order for tomorrow?","""Yes! Call (555) 123-4567 today to order for tomorrow."""
"advance_order","Do I need to order ahead?","""For regular items available daily, no. For custom items or large orders, advance ordering helps us serve you better!"""
"advance_order","Can I call ahead?","""Yes! Call (555) 123-4567 to place an order ahead of time."""
"advance_order","How do I pre-order?","""Simply call us at (555) 123-4567 and let us know what you'd like and when you need it!"""
"advance_order","Can I order now for next month?","""Yes! We can take orders for future dates. Call (555) 123-4567 to schedule!"""
"advance_order","Do you take phone orders?","""Yes! Call (555) 123-4567 to place your order."""
"advance_order","Can I order online?","""Please call us at (555) 123-4567 or email hello@sweethavenbakery.com to place orders!"""
"advance_order","How early should I order?","""For custom cakes, 2-3 days is ideal. For standard items, even a day ahead helps!"""
"advance_order","Can I schedule a pickup?","""Yes! When you place your advance order, we'll schedule your preferred pickup time."""
"advance_order","Will you have it ready?","""Yes! When you place an advance order, we'll have it fresh and ready at your scheduled time!"""
"payment_methods","What payment methods do you accept?","""We accept cash, all major credit and debit cards (Visa, Mastercard, American Express, Discover), and contactless payments including Apple Pay and Google Pay."""
"payment_methods","Do you take credit cards?","""Yes! We accept all major credit cards including Visa, Mastercard, American Express, and Discover, plus contactless payments."""
"payment_methods","Can I pay with Apple Pay?","""Yes! We accept Apple Pay, Google Pay, and all other contactless payment methods along with cash and credit/debit cards."""
"payment_methods","Do you accept cash?","""Yes! We accept cash along with all major credit cards and contactless payments."""
"payment_methods","Can I use my debit card?","""Yes! We accept all major debit cards."""
"payment_methods","Do you take Visa?","""Yes! We accept Visa and all other major credit cards."""
"payment_methods","Can I pay contactless?","""Yes! We accept Apple Pay, Google Pay, and all contactless payment methods."""
"payment_methods","Do you accept American Express?","""Yes! We accept American Express along with all other major credit cards."""
"payment_methods","What can I pay with?","""Cash, credit/debit cards, Apple Pay, Google Pay, or any contactless payment!"""
"payment_methods","Can I use Google Pay?","""Yes! We accept Google Pay and all contactless payment methods."""
"payment_methods","Do you take Mastercard?","""Yes! We accept Mastercard and all major credit cards."""
"payment_methods","Can I pay with my phone?","""Yes! We accept Apple Pay, Google Pay, and contactless payments."""
"payment_methods","Do you accept Discover?","""Yes! We accept Discover along with Visa, Mastercard, and American Express."""
"payment_methods","Credit or debit only?","""We accept both credit and debit cards, plus cash and contactless payments!"""
"payment_methods","Can I use a check?","""We accept cash and cards but don't currently accept checks. Sorry for any inconvenience!"""
"ingredients_inquiry","What ingredients do you use?","""We use high-quality, fresh ingredients with no artificial preservatives. We source locally when possible and use real butter, organic flour options, and natural flavorings. All our products are made from scratch daily!"""
"ingredients_inquiry","Is your bread organic?","""We use organic flour options. All ingredients are high-quality and fresh with no artificial preservatives."""
"ingredients_inquiry","Do you use preservatives?","""No! We don't use artificial preservatives. Everything is made fresh daily from scratch."""
"ingredients_inquiry","Where do you source your ingredients?","""We source locally when possible and use high-quality suppliers for all our ingredients."""
"ingredients_inquiry","Do you use artificial flavors?","""No! We use natural flavorings in all our products."""
"ingredients_inquiry","Are your ingredients fresh?","""Absolutely! All our baked goods are made from scratch using fresh ingredients daily."""
"ingredients_inquiry","Do you use local ingredients?","""Yes! We source locally whenever possible to support our community and ensure freshness."""
"ingredients_inquiry","What kind of flour do you use?","""We use high-quality flour including organic options for many of our products."""
"ingredients_inquiry","Do you use real butter?","""Yes! We use real butter in most of our products for authentic flavor and texture."""
"ingredients_inquiry","Are your ingredients natural?","""Yes! We use natural ingredients and avoid artificial preservatives and flavorings."""
"ingredients_inquiry","Do you use organic ingredients?","""We use organic flour options and source high-quality natural ingredients."""
"ingredients_inquiry","What's in your bread?","""Our bread is made with flour, water, salt, yeast, and depending on the variety, may include seeds, grains, or other natural ingredients."""
"ingredients_inquiry","Do you use high-quality ingredients?","""Absolutely! We're committed to using only high-quality, fresh ingredients in everything we make."""
"ingredients_inquiry","Are ingredients locally sourced?","""Yes, we source locally whenever possible!"""
"ingredients_inquiry","Do you make everything from scratch?","""Yes! All our products are made from scratch daily in our kitchen."""
"delivery","Do you deliver?","""Currently, we don't offer direct delivery, but you can order through DoorDash or Uber Eats for local delivery. For large custom orders or events, please call us at (555) 123-4567 to discuss delivery options."""
"delivery","Can you deliver to my house?","""We're available on DoorDash and Uber Eats for delivery within the local area. For custom or large orders, give us a call at (555) 123-4567 and we can discuss special delivery arrangements!"""
"delivery","Do you offer delivery service?","""You can order through DoorDash or Uber Eats for local delivery. For large or custom orders, call (555) 123-4567 to discuss delivery options!"""
"delivery","How much is delivery?","""Delivery fees depend on the service (DoorDash or Uber Eats) and your location. Check their apps for details!"""
"delivery","What areas do you deliver to?","""We're available on DoorDash and Uber Eats. Check those apps to see if you're in the delivery area!"""
"delivery","Can I get my order delivered?","""Yes! Order through DoorDash or Uber Eats for local delivery."""
"delivery","Do you use Uber Eats?","""Yes! You can find us on Uber Eats for delivery."""
"delivery","Are you on DoorDash?","""Yes! We're available on DoorDash for delivery."""
"delivery","Is there a delivery fee?","""Delivery fees are set by DoorDash or Uber Eats based on your location. Check their apps!"""
"delivery","Can you ship cakes?","""For large custom orders or event delivery, call us at (555) 123-4567 to discuss options!"""
"delivery","Do you deliver for events?","""For event delivery and large orders, please call (555) 123-4567 to discuss arrangements!"""
"delivery","Can I get same-day delivery?","""Yes, through DoorDash or Uber Eats if they're available in your area!"""
"delivery","Do you deliver cakes?","""Yes! You can order through delivery apps, or call (555) 123-4567 for custom cake delivery options."""
"delivery","How long does delivery take?","""Delivery times depend on DoorDash or Uber Eats and your location. Check their apps for estimates!"""
"delivery","Do you deliver on weekends?","""Yes, we're available for delivery through DoorDash and Uber Eats when we're open!"""
"freshness","Is everything baked fresh?","""Yes! Everything is baked fresh daily in our kitchen starting at 5 AM. Most items are ready by opening time at 7 AM. We bake throughout the day to ensure freshness!"""
"freshness","Do you bake daily?","""Absolutely! We bake everything fresh in-house every single day starting at 5 AM. For the freshest items, mornings are best, but we bake in batches all day!"""
"freshness","When is the best time to come for fresh items?","""We start baking at 5 AM and have fresh items ready at opening (7 AM). Mornings are great for maximum selection, but we bake throughout the day so everything stays fresh!"""
"freshness","When do you bake?","""We start baking at 5 AM and continue throughout the day to ensure everything is fresh!"""
"freshness","How fresh are your products?","""Everything is baked fresh daily! We start at 5 AM and bake in batches all day."""
"freshness","What time is the bread ready?","""Most breads are ready by our 7 AM opening, and we bake more throughout the day!"""
"freshness","Do you bake everything in-house?","""Yes! Everything is baked fresh in our kitchen every single day."""
"freshness","When do you make the croissants?","""We start baking croissants at 5 AM, and they're ready by opening at 7 AM!"""
"freshness","Is bread baked on-site?","""Yes! All our bread is baked fresh on-site daily."""
"freshness","How long do your products stay fresh?","""Our products are best enjoyed within 2-3 days. Everything is baked fresh daily!"""
"freshness","Do you use day-old bread?","""No! Everything is baked fresh daily. We don't sell day-old products."""
"freshness","When are items freshest?","""Mornings are great for maximum selection, but we bake throughout the day so items stay fresh!"""
"freshness","Do you bake in the morning?","""Yes! We start baking at 5 AM, and most items are ready by 7 AM opening."""
"freshness","Are items frozen?","""No! Everything is baked fresh daily - never frozen."""
"freshness","Do you bake multiple times a day?","""Yes! We bake in batches throughout the day to ensure freshness."""
"popular_items","What's your most popular item?","""Our most popular items are our sourdough bread, chocolate croissants, and red velvet cake! First-timers also love our cinnamon rolls and chocolate chip cookies."""
"popular_items","What do you recommend?","""I'd definitely recommend our sourdough bread and chocolate croissants - they're bestsellers! Our red velvet cake and cinnamon rolls are also incredibly popular. Our almond croissant is a customer favorite too!"""
"popular_items","What should I try?","""Try our chocolate croissants, sourdough bread, or cinnamon rolls - they're customer favorites! If you want something special, our almond croissant is a must-try!"""
"popular_items","What's your best seller?","""Our chocolate croissants and sourdough bread are our top bestsellers!"""
"popular_items","What's good here?","""Everything! But our chocolate croissants, sourdough bread, and red velvet cake are especially popular."""
"popular_items","What do people usually order?","""Sourdough bread, chocolate croissants, cinnamon rolls, and chocolate chip cookies are very popular!"""
"popular_items","What's your specialty?","""Our artisan sourdough bread and handcrafted croissants are our specialties!"""
"popular_items","What's a must-try?","""You must try our chocolate croissants and sourdough bread - they're customer favorites!"""
"popular_items","What's your signature item?","""Our sourdough bread and chocolate croissants are signature items that keep customers coming back!"""
"popular_items","What do you suggest for first-timers?","""First-timers love our chocolate croissants, sourdough bread, and cinnamon rolls!"""
"popular_items","What's the crowd favorite?","""Chocolate croissants and sourdough bread are definitely crowd favorites!"""
"popular_items","What's most loved?","Our chocolate croissants and red velvet cake are absolutely loved by customers!"
"popular_items","What flies off the shelves?","""Chocolate croissants, sourdough bread, and cinnamon rolls sell out quickly!"""
"popular_items","What should I not miss?","""Don't miss our chocolate croissants and sourdough bread - they're amazing!"""
"popular_items","What's the best thing here?","""It's hard to choose, but chocolate croissants and sourdough bread are absolutely amazing!"""
"special_occasions","Do you do wedding cakes?","""Yes! We specialize in wedding cakes. Please call us at (555) 123-4567 at least one week in advance to discuss your needs, design options, and schedule a tasting!"""
"special_occasions","Can I order for a party?","""Absolutely! We can create custom cakes and provide dessert platters for any size event. Please call us at (555) 123-4567 at least one week in advance to discuss your party needs!"""
"special_occasions","Can you handle large orders?","""Yes! We handle large orders for all occasions. For events and large orders, please contact us at (555) 123-4567 at least a week ahead so we can plan everything perfectly!"""
"special_occasions","Can you make a cake for my anniversary?","""Absolutely! We'd love to create something special for your anniversary. Call (555) 123-4567 to discuss!"""
"special_occasions","Do you cater events?","""We provide cakes and dessert platters for events! Call (555) 123-4567 to discuss catering options."""
"special_occasions","Do you make graduation cakes?","""Yes! We make custom graduation cakes. Call (555) 123-4567 with your design ideas!"""
"special_occasions","Do you do corporate orders?","""Yes! We handle corporate orders for meetings and events. Call (555) 123-4567 to discuss!"""
"special_occasions","Can you make desserts for my event?","""Yes! We can provide custom cakes and dessert platters. Call (555) 123-4567 to plan!"""
"special_occasions","Do you do baby shower cakes?","""Yes! We create beautiful baby shower cakes. Call (555) 123-4567 with your ideas!"""
"special_occasions","Can you cater a birthday party?","""We can provide birthday cakes and dessert platters! Call (555) 123-4567 to discuss!"""
"special_occasions","Do you make engagement cakes?","""Yes! We'd love to create a special engagement cake. Call (555) 123-4567!"""
"special_occasions","Can you do dessert tables?","""Yes! We can provide dessert platters and cakes for dessert tables. Call (555) 123-4567!"""
"special_occasions","Do you make retirement cakes?","""Yes! We make custom retirement cakes. Call (555) 123-4567 to discuss!"""
"special_occasions","Can I get a cake for a bridal shower?","""Absolutely! Call (555) 123-4567 to discuss your bridal shower cake!"""
"special_occasions","Do you handle office parties?","""Yes! We provide cakes and desserts for office parties. Call (555) 123-4567!"""
"thank_you","Thank you","You're very welcome! We look forward to serving you at Sweet Haven Bakery. Have a wonderful day!"
"thank_you","Thanks so much","My pleasure! If you have any other questions feel free to ask. See you soon!"
"thank_you","That's helpful thanks","Happy to help! Hope to see you at the bakery soon. Enjoy your day!"
"thank_you","Great thanks","You're welcome! Have a great day!"
"thank_you","Thanks!","My pleasure! See you soon!"
"thank_you","Appreciate it","Happy to help! Come visit us soon!"
"thank_you","Thank you for your help","You're very welcome! We're here anytime you need us!"
"thank_you","Thanks for the info","My pleasure! Feel free to ask if you have more questions!"
"thank_you","Awesome thank you","You're welcome! Have a fantastic day!"
"thank_you","Perfect thanks","Glad I could help! See you at the bakery!"
"thank_you","That helps thanks","Great! Happy to assist. Come visit us soon!"
"thank_you","Thanks a lot","You're very welcome! Have a wonderful day!"
"thank_you","Many thanks","My pleasure! Hope to see you soon!"
"thank_you","Thank you so much","You're very welcome! Take care!"
"thank_you","Thanks buddy","Happy to help! Have a great day!"
"goodbye","Goodbye","Goodbye! Thanks for chatting with us. Have a wonderful day!"
"goodbye","See you later","See you soon at Sweet Haven Bakery! Take care!"
"goodbye","Bye","Bye! We look forward to serving you. Have a great day!"
"goodbye","Bye bye","Bye! Hope to see you at the bakery soon!"
"goodbye","See you soon","See you soon! We look forward to serving you!"
"goodbye","Talk to you later","Talk soon! Have a great day!"
"goodbye","Catch you later","Catch you later! Come visit us soon!"
"goodbye","Have a good day","You too! Thanks for chatting with us!"
"goodbye","Take care","You too! See you at Sweet Haven Bakery!"
"goodbye","Gotta go","No problem! Have a great day!"
"goodbye","I'll come by soon","Wonderful! We look forward to seeing you!"
"goodbye","See ya","See ya! Have a great day!"
"goodbye","Later","Later! Come visit us soon!"
"goodbye","Peace","Peace! Have a wonderful day!"
"goodbye","Cheers","Cheers! See you at the bakery!"
"out_of_scope","What's the weather like?","""I'm specialized in answering questions about Sweet Haven Bakery, our products, hours, and services. Is there anything about the bakery I can help you with?"""
"out_of_scope","Tell me a joke","I can help you with information about our bakery products and services. Do you have any questions about what we offer?"
"out_of_scope","Who won the game?","""I'm here to help with Sweet Haven Bakery questions! Is there anything about our bakery I can assist with?"""
"out_of_scope","Can you help me with my homework?","""I specialize in bakery information! Do you have any questions about Sweet Haven Bakery?"""
"out_of_scope","What time is it?","""I can help you with our bakery hours and information! Is there anything about Sweet Haven Bakery you'd like to know?"""
"out_of_scope","Do you sell coffee?","""I'm here to help with questions about Sweet Haven Bakery's baked goods and services. Is there anything about our bakery I can assist you with?"""
"out_of_scope","Can you recommend a restaurant?","""I specialize in Sweet Haven Bakery information. Can I help you with anything about our bakery?"""
"out_of_scope","What's the news today?","""I focus on Sweet Haven Bakery questions. Is there anything about our products or services I can help with?"""
"out_of_scope","How's your day?","""I'm here to help with bakery questions! What would you like to know about Sweet Haven Bakery?"""
"out_of_scope","Tell me about yourself","""I'm here to help answer questions about Sweet Haven Bakery! What can I help you with?"""
"product_brownies","Do you make brownies?","""Yes! We make fresh brownies daily. We also have gluten-free brownies available!"""
"product_brownies","Can I get a brownie?","""Yes! Our brownies are baked fresh daily and they're delicious!"""
"product_brownies","How much are brownies?","""Our brownies are $3 each, baked fresh daily!"""
"product_brownies","Are brownies available?","""Yes! Fresh brownies are available every day!"""
"product_brownies","Do you have chocolate brownies?","""Yes! We make rich, fudgy chocolate brownies daily."""
"product_muffins","Do you make muffins?","""We focus on breads, pastries, cakes, and cookies. We don't currently make muffins, but we have delicious cinnamon rolls and Danish pastries!"""
"product_muffins","Can I get a muffin?","""We don't make muffins, but our cinnamon rolls and Danish pastries are perfect for breakfast!"""
"product_muffins","Do you have blueberry muffins?","""We don't currently make muffins, but we'd love to help you with our other delicious options!"""
"product_scones","Do you make scones?","""We focus on croissants, Danish pastries, and cinnamon rolls rather than scones. Would you like to hear about those?"""
"product_scones","Can I get a scone?","""We don't make scones, but our croissants and Danish pastries might be what you're looking for!"""
"product_bagels","Do you sell bagels?","""We specialize in artisan breads, croissants, and pastries rather than bagels. Can I tell you about our breads?"""
"product_bagels","Can I get a bagel?","""We don't make bagels, but we have delicious baguettes and other artisan breads!"""
"product_donuts","Do you make donuts?","""We specialize in croissants, Danish pastries, and artisan breads rather than donuts. Would you like to hear about those?"""
"product_donuts","Can I get a donut?","""We don't make donuts, but our chocolate croissants are a sweet treat that customers love!"""
"sandwich_orders","Can you make me a sandwich?","""We sell fresh breads perfect for sandwiches, but we don't make sandwiches in-house. Our breads are perfect for making your own!"""
"sandwich_orders","Do you serve lunch?","""We're a bakery specializing in breads, pastries, and baked goods. We don't serve prepared meals, but our breads are perfect for lunch!"""
"seasonal_items","Do you have seasonal items?","""Yes! We have seasonal fruit tarts that change throughout the year. Call (555) 123-4567 to ask what's currently available!"""
"seasonal_items","What's new this season?","""We rotate our fruit tart flavors seasonally! Call or visit to see what's fresh this season."""
"seasonal_items","Do you make holiday specials?","""Yes! We often have holiday-themed items. Call (555) 123-4567 to ask about current holiday specials!"""
"seasonal_items","What about pumpkin items in fall?","""We may have seasonal pumpkin items in fall! Call (555) 123-4567 to check availability."""
"tasting","Can I schedule a tasting?","""Yes! For wedding cakes and large custom orders, we offer tastings. Call (555) 123-4567 to schedule!"""
"tasting","Do you offer tastings?","""Yes! For wedding and large custom cakes, we can arrange tastings. Call (555) 123-4567!"""
"tasting","Can I try samples?","""For wedding cakes and large orders, we offer tastings. Call (555) 123-4567 to schedule!"""
"allergen_info","Do you have an allergen menu?","""Our products may contain common allergens. Please inform us of any allergies when ordering so we can help you choose safely!"""
"allergen_info","What allergens are in your products?","""Our products may contain wheat, dairy, eggs, nuts, and soy. Please let us know your specific allergies!"""
"allergen_info","I have multiple allergies","""Please call us at (555) 123-4567 so we can discuss your allergies and find safe options for you!"""
"allergen_info","Can you accommodate allergies?","""Yes! Please inform us of your allergies when ordering so we can take proper precautions."""
"minimum_order","Is there a minimum order?","""No minimum for in-store purchases! For large custom orders, call (555) 123-4567 to discuss."""
"minimum_order","Do I have to order a lot?","""Not at all! You can buy a single item or as much as you like!"""
"bulk_orders","Can I order in bulk?","""Yes! For bulk orders, please call (555) 123-4567 to discuss quantities and pricing."""
"bulk_orders","Do you do wholesale?","""For wholesale inquiries, please call (555) 123-4567 to discuss!"""
"bulk_orders","Can I buy 100 cookies?","""Yes! For large orders like that, please call (555) 123-4567 so we can prepare everything for you!"""
"gift_options","Do you offer gift boxes?","""We can arrange gift boxes of baked goods! Call (555) 123-4567 to discuss options."""
"gift_options","Can I send a gift?","""Yes! Call (555) 123-4567 and we can help you create a gift box of baked goods!"""
"gift_options","Do you have gift certificates?","""For gift options, please call (555) 123-4567 to discuss what we can arrange!"""
"storage_advice","How should I store the bread?","""Store bread in a paper bag at room temperature for 2-3 days, or freeze for longer storage!"""
"storage_advice","How long does cake last?","""Cakes are best within 3-4 days when stored in the refrigerator in an airtight container."""
"storage_advice","Can I freeze your products?","""Yes! Most of our products freeze well. Wrap tightly and thaw at room temperature when ready to enjoy!"""
"storage_advice","Should I refrigerate the cake?","""Yes! Cakes with frosting should be refrigerated and are best within 3-4 days."""
"reheating","Can I warm up the croissants?","""Yes! Warm croissants in a 350°F oven for 3-5 minutes for that fresh-baked taste!"""
"reheating","How do I reheat bread?","""Wrap in foil and warm in a 350°F oven for 10-15 minutes, or toast individual slices!"""
"nutrition_info","Do you have nutrition information?","""For detailed nutrition information on specific items, please call us at (555) 123-4567 or ask in store!"""
"nutrition_info","How many calories in a croissant?","""For specific nutrition information, please call (555) 123-4567 or ask when you visit!"""
"nutrition_info","What's in your bread nutritionally?","""For detailed nutrition information, please call us at (555) 123-4567!"""
"sugar_free","Do you have sugar-free options?","""We don't currently have sugar-free items, but we can discuss custom options. Call (555) 123-4567!"""
"sugar_free","Can you make a diabetic-friendly cake?","""We don't regularly stock sugar-free items, but call (555) 123-4567 to discuss custom options!"""
"low_carb","Do you have low-carb bread?","""We focus on traditional artisan breads. For special dietary needs, call (555) 123-4567 to discuss!"""
"keto","Do you have keto options?","""We don't currently have keto-specific items, but call (555) 123-4567 to discuss possibilities!"""
"waitlist","Is there a wait?","""We serve customers as they come in! Mornings can be busy, but the line moves quickly."""
"waitlist","Do I need a reservation?","""No reservations needed! Just come on in during our business hours!"""
"busy_times","When are you busiest?","""We're busiest on weekend mornings, especially Saturday. Weekday afternoons are typically quieter!"""
"busy_times","What's the best time to avoid crowds?","""Weekday afternoons are usually less busy if you want to avoid crowds!"""
"new_customer","I've never been here before","""Welcome! We'd love to help you find something delicious. What interests you?"""
"new_customer","First time visiting","""Great! Let me know if you have any questions. Our chocolate croissants and sourdough bread are customer favorites!"""
"recommendations_dietary","What's good that's gluten-free?","""Our gluten-free chocolate cake is amazing! We also have gluten-free vanilla cupcakes and brownies."""
"recommendations_dietary","Best vegan item?","""Our vegan chocolate cake is delicious! The vegan chocolate chip cookies are also very popular."""
"checking_stock","Do you have sourdough in stock?","""We bake sourdough fresh daily! It's usually available, but call (555) 123-4567 to confirm current availability."""
"checking_stock","Are chocolate croissants available now?","""We bake chocolate croissants daily starting at 5 AM! Call (555) 123-4567 to check current availability."""
"sold_out","What if you're sold out?","""We bake throughout the day! If something's sold out, we may have more soon, or you can call ahead tomorrow to reserve!"""
"sold_out","Do items sell out?","""Popular items can sell out, especially on weekends. Calling ahead to reserve is a great option!"""
"cancel_order","Can I cancel my order?","""If you've placed an advance order, please call us at (555) 123-4567 as soon as possible to cancel."""
"modify_order","Can I change my order?","""If you've placed an advance order, call (555) 123-4567 as soon as possible to make changes!"""
"refund_policy","What's your refund policy?","""If you're unsatisfied with your purchase, please let us know immediately. Call (555) 123-4567 or speak with us in store."""
"complaint","I had a problem with my order","""I'm sorry to hear that! Please call us at (555) 123-4567 so we can make it right."""
"feedback","How can I leave feedback?","""We'd love to hear from you! Call (555) 123-4567 or email hello@sweethavenbakery.com with your feedback!"""
"social_media","Are you on Instagram?","""For our social media information, please call (555) 123-4567 or check in store!"""
"social_media","Do you have Facebook?","""For our social media accounts, please call (555) 123-4567!"""
"newsletter","Do you have a newsletter?","""For information about updates and special offers, please call (555) 123-4567 or ask in store!"""
"employment","Are you hiring?","""For employment opportunities, please call (555) 123-4567 or visit us in store to inquire!"""
"employment","Can I apply for a job?","""We'd love to hear from you! Call (555) 123-4567 or stop by to ask about job opportunities!"""
"store_hours","Till what time are you open?","We're open Monday through Saturday from 7:00 AM to 7:00 PM and Sunday from 8:00 AM to 5:00 PM."
"store_hours","Do you close early on Sunday?","""Yes, we close at 5:00 PM on Sundays. Monday-Saturday we're open until 7:00 PM."""
"store_hours","What days are you open?","""We're open 7 days a week! Monday-Saturday 7 AM - 7 PM, Sunday 8 AM - 5 PM."""
"store_hours","Open 24 hours?","""No, we're open Monday-Saturday 7 AM - 7 PM, and Sunday 8 AM - 5 PM."""
"store_hours","Late night hours?","""We close at 7 PM Monday-Saturday and 5 PM on Sundays. No late night hours, sorry!"""
"store_hours","What time tomorrow?","""We open at 7:00 AM Monday-Saturday and 8:00 AM on Sundays."""
"store_location","Closest parking?","There's street parking on Main Street and a public parking lot one block away on Oak Street."
"store_location","Hard to find parking?","""Parking is usually available on the street or in the public lot on Oak Street, one block away."""
"store_location","Accessible location?","""Yes! We're at 145 Main Street in Downtown, easily accessible with parking nearby."""
"store_location","Near public transit?","""We're in Downtown at 145 Main Street. Check your local transit options for routes to Downtown!"""
"store_location","What neighborhood?","""We're in Downtown at 145 Main Street, right across from the city library."""
"contact_info","Quickest way to reach you?","""Call us at (555) 123-4567 for immediate assistance!"""
"contact_info","Do you respond to emails quickly?","""Yes! We typically respond to emails within 24 hours during business days."""
"contact_info","Can I message you?","""You can call (555) 123-4567 or email hello@sweethavenbakery.com!"""
"contact_info","How to contact for urgent orders?","""Call us immediately at (555) 123-4567 for urgent orders!"""
"product_bread","Fresh baked bread?","""Yes! All our bread is baked fresh every morning starting at 5 AM."""
"product_bread","Best bread for toast?","""Our whole wheat and multigrain breads are perfect for toast!"""
"product_bread","What bread for sandwiches?","""Our whole wheat, multigrain, and ciabatta are all great for sandwiches!"""
"product_bread","Crusty or soft bread?","""We have both! Baguettes and sourdough are crusty, while whole wheat is softer."""
"product_bread","Do you slice bread?","""Yes! We can slice any loaf for you when you purchase it."""
"product_bread","How much does sourdough cost?","Our sourdough is $7 per loaf and it's baked fresh daily!"
"product_bread","Price of whole wheat?","Our whole wheat bread is $6 per loaf."
"product_bread","Cost of a baguette?","Our French baguettes are $5 each!"
"product_bread","Do you have Italian bread?","We have ciabatta which is a traditional Italian bread!"
"product_bread","What's the healthiest bread?","""Our whole wheat and multigrain breads are great healthy options!"""
"product_pastries","Morning pastries available?","""Yes! All our pastries are baked fresh starting at 5 AM and ready by 7 AM."""
"product_pastries","What's the most popular pastry?","""Chocolate croissants are definitely our most popular pastry!"""
"product_pastries","Lightest pastry option?","""Our butter croissants are light and flaky!"""
"product_pastries","Sweetest pastry?","""Cinnamon rolls and Danish pastries are our sweetest options!"""
"product_pastries","Fresh croissants daily?","""Yes! Croissants are baked fresh every morning."""
"product_pastries","When are croissants ready?","""Croissants are typically ready by our 7 AM opening time!"""
"product_pastries","Can I get a warm croissant?","""Yes! They're fresh from the oven in the morning, and we can warm them up for you anytime!"""
"product_pastries","Do croissants have filling?","""We have plain butter croissants, chocolate-filled, and almond-filled varieties!"""
"product_pastries","What's in almond croissants?","""Our almond croissants are filled with almond cream and topped with sliced almonds!"""
"product_pastries","Are Danish pastries fruity?","""Yes! Our Danish pastries come with various fruit toppings."""
"product_cakes","Smallest cake size?","""Our smallest cake is 6-inch, which serves 6-8 people for $28."""
"product_cakes","Largest cake size?","""Our standard sizes go up to 10-inch. For larger, call (555) 123-4567!"""
"product_cakes","Can you deliver a cake?","""For cake delivery, call (555) 123-4567 to discuss options!"""
"product_cakes","Do cakes need refrigeration?","""Yes, our cakes should be refrigerated and are best within 3-4 days."""
"product_cakes","Can I see cake designs?","""Call (555) 123-4567 or visit us to discuss design options for custom cakes!"""
"product_cakes","Simple or elaborate cakes?","""We can do both! From simple elegant cakes to elaborate custom designs."""
"product_cakes","Buttercream or fondant?","""We offer both buttercream and fondant options! Let us know your preference."""
"product_cakes","What frostings do you have?","""We offer buttercream, cream cheese, and fondant options!"""
"product_cakes","Can you match colors?","""Yes! We can match specific colors for your cake. Just let us know!"""
"product_cakes","Do you use fresh flowers on cakes?","""We can work with fresh flowers! Call (555) 123-4567 to discuss."""
"product_cakes","How far ahead to order cake?","""For custom cakes, we recommend 2-3 days notice. Call (555) 123-4567!"""
"product_cakes","Same day cake available?","""Custom cakes need 2-3 days notice, but we may have some cakes available. Call (555) 123-4567!"""
"product_cakes","Rush order possible?","""Call (555) 123-4567 to check if we can accommodate a rush order!"""
"product_cakes","Do you write on cakes?","""Yes! We can write any message you'd like on your cake."""
"product_cakes","What colors for writing?","""We can write in various colors! Let us know your preference when ordering."""
"product_cakes","Can you add a photo to a cake?","""Yes! We can add edible images. Call (555) 123-4567 to discuss!"""
"product_cakes","Cupcake flavors?","""We make cupcakes in various flavors! Call or visit to see what's currently available."""
"product_cakes","How much per cupcake?","""Cupcakes are $4 each, baked fresh daily!"""
"product_cakes","Minimum cupcake order?","""No minimum! You can buy as few or as many cupcakes as you like."""
"product_cakes","Can I order a dozen cupcakes?","""Absolutely! Call (555) 123-4567 to place your order."""
"product_cookies","Softest cookie?","""All our cookies are soft-baked with a slightly crisp edge!"""
"product_cookies","Biggest cookie?","""All our cookies are regular size, about 3-4 inches across."""
"product_cookies","Can I mix and match cookies?","""Yes! Buy any combination of cookies at $2 each or $20 per dozen."""
"product_cookies","Do you make cookie cakes?","""For cookie cakes, please call (555) 123-4567 to discuss custom options!"""
"product_cookies","Can cookies be gift wrapped?","""We can arrange cookie gift boxes! Call (555) 123-4567 to discuss."""
"product_cookies","How long do cookies stay fresh?","""Cookies are best within 5-7 days when stored in an airtight container."""
"product_cookies","Can I freeze cookies?","""Yes! Cookies freeze well. Thaw at room temperature when ready to eat."""
"product_cookies","Do you sell cookie dough?","""We sell baked cookies, not dough. Fresh cookies are $2 each!"""
"product_cookies","What's the crunchiest cookie?","""All our cookies are soft-baked, but the edges have a nice crisp texture!"""
"product_cookies","Do you make giant cookies?","""Our cookies are regular size. For special cookie orders, call (555) 123-4567!"""
"dietary_gluten_free","How do you prevent cross-contamination?","""We prepare all gluten-free items in a dedicated separate area with separate equipment."""
"dietary_gluten_free","Are your gluten-free items certified?","""Our items are prepared gluten-free in a dedicated area. For certification details, call (555) 123-4567."""
"dietary_gluten_free","What flour do you use for gluten-free?","""We use high-quality gluten-free flour blends."""
"dietary_gluten_free","Do gluten-free items taste different?","""Our gluten-free items are delicious! Many customers can't tell the difference."""
